RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Grupo,probabilidade,decil
7268,15724851,Farmer,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0,0,2,PLATINUM,473,Nao_Idoso,0.10528287859452826,6
7269,15587266,Douglas,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0,0,4,DIAMOND,232,Nao_Idoso,0.08008477168662893,7
7270,15675926,Ardis,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1,1,2,SILVER,573,Nao_Idoso,0.17005198372066438,4
7271,15706268,Smith,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0,0,4,DIAMOND,639,Nao_Idoso,0.4282004045997309,2
7272,15581871,Butler,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0,0,4,GOLD,809,Nao_Idoso,0.08412262287087166,6
7273,15666166,Pettry,653,France,Female,74,0,121276.32,1,1,1,160348.31,0,0,3,GOLD,582,Idoso,0.17359300325315136,4
7274,15671582,John,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0,0,3,PLATINUM,688,Nao_Idoso,0.17570271372225107,4
7275,15680901,Potter,652,France,Female,34,6,97435.85,2,1,1,104331.76,0,0,5,SILVER,604,Nao_Idoso,0.04007999459405171,9
7276,15642336,Shaw,669,France,Female,42,9,0.0,2,0,0,135630.32,0,0,2,PLATINUM,526,Nao_Idoso,0.08805762819707459,6
7277,15653147,Boyle,594,France,Male,35,2,133853.27,1,1,1,65361.66,0,0,1,GOLD,722,Nao_Idoso,0.101479599847724,6
7278,15571284,Elmore,756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0,0,3,GOLD,516,Nao_Idoso,0.04603870591914285,8
7279,15591360,Udinesi,642,France,Female,33,4,84607.34,2,0,1,60059.47,0,0,5,GOLD,880,Nao_Idoso,0.03986911706002492,9
7280,15810485,Sun,486,Germany,Male,37,1,101438.0,1,0,0,51364.56,0,0,3,PLATINUM,512,Nao_Idoso,0.18302204725806923,4
7281,15611973,Tuan,804,France,Male,55,7,0.0,2,1,1,118752.6,0,0,5,SILVER,914,Nao_Idoso,0.08988067258759601,6
7282,15735572,Lawrence,629,France,Male,59,9,113657.83,1,1,1,116848.79,1,1,2,SILVER,968,Nao_Idoso,0.3695801900956603,2
7283,15567860,Burrows,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1,1,5,SILVER,846,Nao_Idoso,0.22919336433341236,4
7284,15795690,Shao,667,France,Male,31,3,99513.91,1,1,1,189657.26,0,0,3,GOLD,962,Nao_Idoso,0.0981432423626007,6
7285,15706464,White,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,4,GOLD,369,Nao_Idoso,0.08690377217028922,6
7286,15725028,Chialuka,679,France,Male,29,3,0.0,2,1,1,63687.06,0,0,5,PLATINUM,717,Nao_Idoso,0.012709035782539091,10
7287,15751167,Toscano,680,France,Female,43,4,0.0,2,1,1,58761.33,0,0,1,SILVER,528,Nao_Idoso,0.053164527099343634,8
7288,15633944,McKay,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0,0,3,SILVER,543,Nao_Idoso,0.07475220706498431,7
7289,15672637,Voronkov,571,France,Female,30,4,85755.86,1,1,0,145115.95,0,0,5,DIAMOND,396,Nao_Idoso,0.13334369234988525,5
7290,15680895,Sal,627,Spain,Female,35,7,0.0,1,1,0,187718.26,0,0,4,GOLD,256,Nao_Idoso,0.2752609187130982,3
7291,15793825,Ikechukwu,536,France,Male,39,4,0.0,2,1,0,27150.35,0,0,1,PLATINUM,422,Nao_Idoso,0.05254645904412983,8
7292,15611318,Kruglova,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1,1,4,DIAMOND,811,Nao_Idoso,0.13509936662838853,5
7293,15768474,Clements,744,Spain,Male,34,3,0.0,2,1,0,27244.35,0,0,2,PLATINUM,764,Nao_Idoso,0.03718853104757845,9
7294,15716276,Kennedy,709,France,Female,34,2,111669.68,1,1,0,57029.66,0,0,4,DIAMOND,585,Nao_Idoso,0.15338348363336515,5
7295,15623668,Johnson,653,Germany,Male,31,2,154741.45,2,0,0,25183.01,0,0,1,SILVER,733,Nao_Idoso,0.05308143189652739,8
7296,15696361,Chung,648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0,0,4,GOLD,744,Nao_Idoso,0.07371106390740229,7
7297,15607988,Garland,663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0,0,1,SILVER,333,Nao_Idoso,0.16573390700796448,4
7298,15637891,Docherty,613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0,0,3,PLATINUM,290,Nao_Idoso,0.34663428917583883,2
7299,15789865,Nnaife,620,France,Male,28,9,71902.52,1,0,1,190208.23,0,0,5,SILVER,334,Nao_Idoso,0.1390570966811807,5
7300,15627190,Lettiere,661,France,Male,51,6,146606.6,1,1,1,68021.9,0,0,5,DIAMOND,259,Nao_Idoso,0.4371110388652446,2
7301,15788224,Sanderson,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0,0,2,DIAMOND,298,Nao_Idoso,0.5451876320027372,2
7302,15702149,Fomin,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0,0,1,GOLD,541,Nao_Idoso,0.0811858308795395,7
7303,15708236,Wright,491,France,Female,72,6,91285.22,1,1,1,7032.95,0,0,3,GOLD,277,Idoso,0.14332710830679038,5
7304,15568469,Buckley,653,France,Male,43,0,0.0,2,1,0,27862.58,0,0,2,SILVER,901,Nao_Idoso,0.12852273813699905,5
7305,15764444,Pan,679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0,0,2,DIAMOND,572,Nao_Idoso,0.23135773517632457,4
7306,15794204,Manna,687,France,Male,28,7,108116.66,1,1,1,27411.19,0,0,3,PLATINUM,387,Nao_Idoso,0.06325559206381194,7
7307,15807546,Chinwendu,837,France,Female,38,2,0.0,2,1,1,46395.21,0,0,4,SILVER,459,Nao_Idoso,0.02759314993656067,10
7308,15782159,Ndubuagha,850,France,Male,28,8,67639.56,2,1,1,194245.29,0,0,5,GOLD,990,Nao_Idoso,0.029459361016705918,10
7309,15618703,White,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1,1,3,GOLD,654,Nao_Idoso,0.4545094893821785,2
7310,15793317,Hale,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,0,5,PLATINUM,282,Nao_Idoso,0.12079504109136871,6
7311,15740487,Ross,627,France,Female,41,6,0.0,3,1,1,138700.75,1,1,4,DIAMOND,223,Nao_Idoso,0.8428633721483494,1
7312,15722479,Ikenna,707,France,Male,37,1,0.0,2,0,1,6035.51,0,0,2,GOLD,788,Nao_Idoso,0.03612015991048981,9
7313,15688264,Nkemdilim,629,France,Female,43,0,0.0,2,1,1,41263.69,0,0,2,SILVER,908,Nao_Idoso,0.0758910011332266,7
7314,15583067,McMillan,687,France,Female,36,4,97157.96,1,0,1,63185.05,0,0,2,PLATINUM,817,Nao_Idoso,0.07986921353919647,7
7315,15686670,Duke,588,France,Female,36,2,0.0,2,1,0,92536.0,1,1,3,DIAMOND,343,Nao_Idoso,0.06671553958118105,7
7316,15593345,Bradbury,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0,0,2,DIAMOND,742,Nao_Idoso,0.045859460121103444,8
7317,15811690,Bayley,793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1,1,5,SILVER,835,Nao_Idoso,0.7503040679828941,1
7318,15734008,Bartlett,727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1,1,4,PLATINUM,599,Nao_Idoso,0.7709298385900869,1
7319,15771856,Cremin,632,Spain,Female,32,1,0.0,2,1,0,19525.65,0,0,1,GOLD,523,Nao_Idoso,0.037787139922140216,9
7320,15762045,Gilchrist,474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0,0,4,DIAMOND,822,Nao_Idoso,0.049139081517350566,8
7321,15778142,Shih,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0,0,3,GOLD,729,Nao_Idoso,0.0396666848975547,9
7322,15689268,Fitzpatrick,584,France,Male,36,9,0.0,1,1,1,105818.51,0,0,3,PLATINUM,951,Nao_Idoso,0.18797093561662004,4
7323,15721507,Pagan,713,France,Female,32,1,117094.02,1,0,0,149558.83,1,1,3,PLATINUM,829,Nao_Idoso,0.11579769135354391,6
7324,15750476,Hendrick,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0,0,4,DIAMOND,255,Nao_Idoso,0.03474146082992385,9
7325,15810723,Sanderson,607,France,Female,39,10,0.0,3,1,0,132741.13,1,1,5,SILVER,480,Nao_Idoso,0.828876245412338,1
7326,15787229,Samsonova,761,Spain,Female,34,2,0.0,2,1,0,61251.25,0,0,3,SILVER,741,Nao_Idoso,0.04829328217767145,8
7327,15570508,Azubuike,600,France,Male,49,7,90218.9,1,1,0,91347.76,0,0,4,DIAMOND,367,Nao_Idoso,0.6254292172204461,1
7328,15617065,Pan,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1,1,3,PLATINUM,824,Nao_Idoso,0.39374432010347254,2
7329,15689786,Massie,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757,Nao_Idoso,0.7539068947412589,1
7330,15648876,Sandover,501,France,Female,34,5,0.0,1,1,0,27380.99,0,0,4,PLATINUM,501,Nao_Idoso,0.2596721712167398,3
7331,15802106,Craig,418,France,Male,34,8,155973.88,1,1,0,154208.96,0,0,4,GOLD,777,Nao_Idoso,0.10528287859452826,6
7332,15773869,Onwudiwe,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0,0,3,GOLD,245,Nao_Idoso,0.35297348804924267,2
7333,15711635,Chu,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0,0,4,GOLD,372,Nao_Idoso,0.15281471113043663,5
7334,15795527,Zetticci,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0,0,4,PLATINUM,237,Nao_Idoso,0.23056091878568824,4
7335,15759133,Vaguine,616,France,Male,18,6,0.0,2,1,1,27308.58,0,0,3,PLATINUM,466,Nao_Idoso,0.02289066982685931,10
7336,15679394,Owen,651,France,Female,41,4,38617.2,1,1,1,104876.8,0,0,1,SILVER,771,Nao_Idoso,0.18111307392400736,4
7337,15801072,Hurst,654,France,Female,28,7,0.0,2,1,0,151316.37,0,0,2,PLATINUM,660,Nao_Idoso,0.03715845794943575,9
7338,15646082,Harding,676,France,Female,34,8,82909.14,1,1,0,91817.38,1,1,1,GOLD,502,Nao_Idoso,0.133810045990733,5
7339,15796111,Smith,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1,1,4,PLATINUM,863,Nao_Idoso,0.409570391655659,2
7340,15670646,Moore,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1,1,5,SILVER,662,Nao_Idoso,0.23260032866067631,4
7341,15578722,Bradley,689,France,Male,39,4,0.0,2,1,0,196112.45,0,0,2,GOLD,969,Nao_Idoso,0.05063595552339774,8
7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,1,3,PLATINUM,431,Nao_Idoso,0.6324761833768886,1
7343,15730360,Mackenzie,502,France,Male,30,4,0.0,2,1,1,66263.87,0,0,4,DIAMOND,396,Nao_Idoso,0.02306323900785705,10
7344,15763194,Milanesi,643,France,Male,34,7,0.0,2,0,1,100304.13,0,0,5,DIAMOND,520,Nao_Idoso,0.017014725258233974,10
7345,15720725,Shubin,762,France,Male,28,2,0.0,2,1,0,167909.52,0,0,2,DIAMOND,989,Nao_Idoso,0.04127692024583981,9
7346,15567834,Nieves,719,France,Male,49,5,105918.1,1,1,1,16246.59,0,0,1,DIAMOND,221,Nao_Idoso,0.44675270429487535,2
7347,15720644,Martin,789,France,Male,27,6,0.0,2,1,0,103603.65,0,0,5,GOLD,859,Nao_Idoso,0.02504533461717491,10
7348,15811742,Jen,553,Spain,Male,42,7,0.0,2,1,0,7680.23,0,0,3,SILVER,869,Nao_Idoso,0.08050602120274698,7
7349,15813363,Woods,448,Spain,Male,25,2,0.0,2,0,0,95215.73,0,0,2,PLATINUM,843,Nao_Idoso,0.03908007818452796,9
7350,15717629,Docherty,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0,0,1,SILVER,491,Nao_Idoso,0.0891339458643412,6
7351,15713160,Lin,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0,0,1,GOLD,632,Nao_Idoso,0.056621580363129406,8
7352,15568878,Cheng,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0,0,3,PLATINUM,527,Nao_Idoso,0.04178884171107568,9
7353,15809800,Korovina,726,France,Female,38,4,0.0,2,0,0,6787.48,0,0,5,DIAMOND,523,Nao_Idoso,0.037838716373232086,9
7354,15736420,Macdonald,596,France,Male,21,4,210433.08,2,0,1,197297.77,1,1,5,DIAMOND,896,Nao_Idoso,0.05767293882840947,8
7355,15757933,Hardy,733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0,0,5,PLATINUM,950,Nao_Idoso,0.12573563559903425,5
7356,15623072,Shaw,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0,0,4,DIAMOND,284,Nao_Idoso,0.0630220368966018,7
7357,15683993,Knight,493,France,Female,37,8,142987.46,2,1,0,158840.99,0,0,4,DIAMOND,660,Nao_Idoso,0.1216827079942983,6
7358,15570947,Bruny,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0,0,1,DIAMOND,229,Nao_Idoso,0.05197422616164894,8
7359,15797767,Ikedinachukwu,600,France,Female,49,6,0.0,1,0,1,148087.88,1,1,3,PLATINUM,269,Nao_Idoso,0.5716428396793285,1
7360,15731989,Moran,666,France,Male,36,4,120165.4,2,1,0,33701.5,0,0,4,GOLD,617,Nao_Idoso,0.07703102863797166,7
7361,15591035,Macleod,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0,0,5,GOLD,313,Nao_Idoso,0.4961749479034714,2
7362,15586479,Yin,692,France,Female,36,4,0.0,1,1,0,185580.89,1,1,1,PLATINUM,283,Nao_Idoso,0.26970370071627686,3
7363,15605872,Felix,707,France,Male,73,6,66573.17,1,1,1,62768.8,0,0,3,GOLD,884,Idoso,0.1268204313869137,5
7364,15666012,Rippey,603,France,Male,40,4,102833.46,2,1,1,38829.11,0,0,3,GOLD,448,Nao_Idoso,0.05842275025052316,8
7365,15641733,Mishina,671,France,Female,34,5,164757.56,1,1,0,110748.88,0,0,2,GOLD,965,Nao_Idoso,0.11878386652306805,6
7366,15593178,Graham,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1,1,2,SILVER,244,Nao_Idoso,0.099805445705336,6
7367,15649183,Johnston,598,Spain,Female,35,8,0.0,3,0,1,88658.73,0,0,4,DIAMOND,235,Nao_Idoso,0.6678954761280831,1
7368,15736399,Korovin,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0,0,2,PLATINUM,230,Nao_Idoso,0.09106411230084714,6
7369,15751137,Lei,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0,0,4,GOLD,492,Nao_Idoso,0.13919386873791254,5
7370,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0,0,5,PLATINUM,944,Nao_Idoso,0.033114244190569686,9
7371,15726167,Scott,655,France,Male,37,4,0.0,2,1,1,142415.97,0,0,3,PLATINUM,774,Nao_Idoso,0.022598981965554855,10
7372,15624850,Grant,850,France,Male,30,10,153972.89,2,1,0,62811.03,0,0,1,DIAMOND,945,Nao_Idoso,0.07671810174838783,7
7373,15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0,0,5,DIAMOND,739,Nao_Idoso,0.044565434046433684,9
7374,15716347,Griffin,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0,0,3,SILVER,342,Nao_Idoso,0.040944219290940526,9
7375,15696287,Converse,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1,1,1,GOLD,463,Nao_Idoso,0.16557809909934132,4
7376,15638871,Ch'ang,639,France,Male,77,6,80926.02,2,1,1,55829.25,0,0,5,GOLD,291,Idoso,0.09557798439006483,6
7377,15765093,Coates,704,France,Male,23,6,166594.78,1,1,1,155823.2,0,0,4,GOLD,881,Nao_Idoso,0.0609143624505287,8
7378,15592999,Reid,691,France,Female,40,0,115465.98,1,1,1,60622.61,0,0,4,PLATINUM,823,Nao_Idoso,0.1811303296382182,4
7379,15641715,Ts'ui,599,France,Male,34,8,0.0,2,1,1,174196.68,0,0,4,GOLD,524,Nao_Idoso,0.023245759854731738,10
7380,15607746,Belstead,573,France,Female,36,1,0.0,1,1,1,56905.38,0,0,1,SILVER,417,Nao_Idoso,0.219021248181765,4
7381,15625311,Dickinson,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0,0,5,SILVER,235,Nao_Idoso,0.21369354903622917,4
7382,15573077,Nwora,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1,1,1,GOLD,911,Nao_Idoso,0.08117913026272082,7
7383,15735106,Bishop,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0,0,5,SILVER,607,Nao_Idoso,0.07205528929205834,7
7384,15672912,Loggia,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1,1,2,SILVER,722,Nao_Idoso,0.09886129088435695,6
7385,15589881,Rowe,634,France,Female,41,7,0.0,2,1,1,131284.93,0,0,4,SILVER,894,Nao_Idoso,0.026537887598746007,10
7386,15660144,Balashov,660,France,Male,38,4,0.0,2,0,0,88080.43,0,0,3,GOLD,490,Nao_Idoso,0.05462805034243831,8
7387,15664083,Ulyanova,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0,0,3,DIAMOND,630,Nao_Idoso,0.08103502935688418,7
7388,15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,0,0,75562.47,0,0,4,GOLD,786,Nao_Idoso,0.5055152429948946,2
7389,15808023,Remington,836,France,Female,29,9,133681.78,1,1,1,153747.73,0,0,1,PLATINUM,954,Nao_Idoso,0.07229659736244058,7
7390,15676909,Mishin,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0,0,5,DIAMOND,627,Nao_Idoso,0.029728042175966706,10
7391,15764922,Tu,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0,0,4,DIAMOND,719,Nao_Idoso,0.14002247228133916,5
7392,15766734,Castiglione,430,France,Male,31,5,0.0,1,1,0,95655.16,0,0,1,GOLD,533,Nao_Idoso,0.27594194844953046,3
7393,15795079,Nnaife,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0,0,3,PLATINUM,727,Idoso,0.06583310819118458,7
7394,15757434,Yang,599,France,Male,28,7,119706.22,1,0,0,31190.42,0,0,1,PLATINUM,268,Nao_Idoso,0.12260580854688893,6
7395,15673747,Ayers,519,France,Female,22,8,0.0,1,0,1,167553.06,0,0,1,DIAMOND,941,Nao_Idoso,0.18950175653391188,4
7396,15808386,Cocci,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1,1,1,PLATINUM,314,Nao_Idoso,0.5373704183850649,2
7397,15603565,Mackenzie,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1,1,4,PLATINUM,975,Nao_Idoso,0.6296830208501013,1
7398,15744044,Fiorentini,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1,1,5,SILVER,276,Nao_Idoso,0.6124679287671098,1
7399,15577771,Akabueze,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1,1,4,PLATINUM,867,Nao_Idoso,0.18980705706747877,4
7400,15769548,Hyde,668,France,Female,37,7,128645.67,1,1,0,92149.64,0,0,3,PLATINUM,753,Nao_Idoso,0.16942975881913008,4
7401,15802071,Levi,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1,1,4,DIAMOND,222,Nao_Idoso,0.16725207602327283,4
7402,15677395,Nwabugwu,633,France,Female,39,9,129189.15,2,0,0,170998.83,0,0,1,GOLD,757,Nao_Idoso,0.10051836866071012,6
7403,15632010,Chia,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0,0,1,PLATINUM,335,Nao_Idoso,0.05593771884902602,8
7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1,1,2,GOLD,667,Nao_Idoso,0.77635789353559,1
7405,15694677,Bennetts,733,France,Male,39,1,0.0,2,1,1,141841.31,0,0,5,SILVER,367,Nao_Idoso,0.021901163402395396,10
7406,15704315,Teng,556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719,Nao_Idoso,0.06823237252355596,7
7407,15742009,Hsueh,489,Spain,Male,58,4,0.0,2,1,1,191419.32,0,0,4,SILVER,486,Nao_Idoso,0.1480570034951979,5
7408,15766663,Mahmood,639,France,Male,22,4,0.0,2,1,0,28188.96,0,0,2,GOLD,416,Nao_Idoso,0.032832787955088184,9
7409,15742297,Sinclair,715,France,Male,35,2,141005.47,1,1,1,60407.93,0,0,1,SILVER,674,Nao_Idoso,0.08184622972281018,7
7410,15688059,Chin,807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0,0,5,SILVER,703,Nao_Idoso,0.07587675129228418,7
7411,15752344,She,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0,0,3,SILVER,446,Nao_Idoso,0.04591281750048442,8
7412,15698749,He,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0,0,2,SILVER,906,Nao_Idoso,0.16205849233948139,4
7413,15631693,Hill,697,France,Male,36,7,0.0,2,1,1,74760.32,0,0,2,DIAMOND,471,Nao_Idoso,0.024434061736286178,10
7414,15604536,Vachon,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519,Nao_Idoso,0.08959330303672844,6
7415,15802869,Ball,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0,0,5,GOLD,875,Nao_Idoso,0.13394450770884445,5
7416,15635598,Hsieh,812,France,Male,29,6,0.0,2,0,0,168023.6,0,0,1,DIAMOND,705,Nao_Idoso,0.045041260084159984,8
7417,15592326,Baker,583,France,Male,36,8,0.0,2,0,1,5571.59,0,0,4,PLATINUM,623,Nao_Idoso,0.03168752928688405,9
7418,15736533,Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0,0,4,DIAMOND,593,Nao_Idoso,0.16299830751408192,4
7419,15647191,Lucchesi,677,France,Male,36,4,0.0,2,1,0,7824.31,0,0,3,PLATINUM,760,Nao_Idoso,0.05079513809367157,8
7420,15622507,Hamilton,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0,0,1,SILVER,717,Nao_Idoso,0.1065943223878819,6
7421,15765487,Kuo,753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0,0,1,GOLD,873,Nao_Idoso,0.16934639553093694,4
7422,15646521,Fan,634,Spain,Female,36,1,0.0,1,1,1,143960.72,0,0,3,GOLD,972,Nao_Idoso,0.19982702307417796,4
7423,15746258,Wright,622,France,Male,29,7,101486.96,1,1,1,8788.35,0,0,1,PLATINUM,327,Nao_Idoso,0.08189503510813446,7
7424,15692430,Milano,699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0,0,3,GOLD,500,Nao_Idoso,0.0880834498152534,6
7425,15625501,Wall,570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1,1,2,PLATINUM,509,Nao_Idoso,0.26657592395575047,3
7426,15640521,Chidumaga,552,Germany,Male,33,3,144962.74,1,1,0,58844.84,1,1,2,SILVER,554,Nao_Idoso,0.17086748973126473,4
7427,15790630,Olisaemeka,619,France,Female,48,4,0.0,1,0,0,18094.96,1,1,5,GOLD,812,Nao_Idoso,0.7004529892933294,1
7428,15664720,Kovalyova,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0,0,5,DIAMOND,504,Nao_Idoso,0.1066600839017671,6
7429,15750055,Onio,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0,0,1,DIAMOND,685,Nao_Idoso,0.054297782181984486,8
7430,15644878,Hill,685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0,0,4,DIAMOND,975,Nao_Idoso,0.49370055906888394,2
7431,15754578,Okeke,606,France,Female,35,0,135984.15,2,1,0,186778.89,0,0,1,SILVER,337,Nao_Idoso,0.09384366422297488,6
7432,15705379,Upjohn,678,France,Male,38,3,0.0,2,1,0,66561.6,0,0,1,SILVER,331,Nao_Idoso,0.05321349899676424,8
7433,15761047,H?,724,Germany,Male,31,2,160997.54,2,0,1,64831.36,0,0,4,DIAMOND,406,Nao_Idoso,0.048893546755431935,8
7434,15671293,Marcus,779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1,1,2,DIAMOND,560,Nao_Idoso,0.0802450604080061,7
7435,15687527,Yobachukwu,638,Spain,Male,35,1,0.0,2,1,0,165370.66,0,0,2,SILVER,456,Nao_Idoso,0.06238625187502133,7
7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,1,2,SILVER,821,Nao_Idoso,0.910885469914916,1
7437,15671534,Hovell,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1,1,4,PLATINUM,594,Nao_Idoso,0.769415498799167,1
7438,15591248,Chukwumaobim,628,France,Female,29,9,71996.29,1,1,1,34857.46,0,0,4,DIAMOND,221,Nao_Idoso,0.06493446258914068,7
7439,15676156,Boyle,528,France,Female,32,4,85615.66,2,1,0,156192.43,0,0,2,SILVER,518,Nao_Idoso,0.06151267449243831,8
7440,15812918,Scott,432,France,Female,27,6,62339.81,2,0,0,53874.67,0,0,1,GOLD,522,Nao_Idoso,0.05866058442367685,8
7441,15604130,Johnstone,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578,Nao_Idoso,0.589238225820885,1
7442,15700549,Alvares,721,France,Male,54,5,0.0,2,1,1,4493.12,0,0,5,DIAMOND,863,Nao_Idoso,0.08282548106486948,7
7443,15715519,McDavid,614,Spain,Male,36,5,0.0,2,1,0,130610.78,0,0,1,GOLD,877,Nao_Idoso,0.06008055750317476,8
7444,15707042,Dellucci,634,France,Female,24,2,87413.19,1,1,0,63340.65,0,0,5,GOLD,505,Nao_Idoso,0.13129231423871604,5
7445,15605276,Brothers,742,France,Female,29,4,0.0,2,1,1,180066.59,0,0,4,GOLD,646,Nao_Idoso,0.019457311819244087,10
7446,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73,1,1,5,SILVER,255,Nao_Idoso,0.6241793659731707,1
7447,15636626,Morrison,718,France,Male,35,3,97560.16,1,1,1,53511.74,0,0,2,DIAMOND,747,Nao_Idoso,0.07461823676113886,7
7448,15740411,Molle,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0,0,3,SILVER,405,Nao_Idoso,0.042559324158756656,9
7449,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,1,1,DIAMOND,728,Nao_Idoso,0.16944613172819617,4
7450,15804235,Zetticci,698,France,Female,37,2,166178.02,2,1,1,71972.95,0,0,5,PLATINUM,275,Nao_Idoso,0.04579649287773927,8
7451,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0,0,2,GOLD,893,Nao_Idoso,0.05119006227158844,8
7452,15673907,Alexander,659,France,Male,20,8,0.0,2,0,0,112572.02,0,0,5,GOLD,833,Nao_Idoso,0.025370338196395132,10
7453,15636562,Muravyova,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0,0,1,DIAMOND,547,Nao_Idoso,0.13500188812169933,5
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1,1,4,GOLD,420,Nao_Idoso,0.6353871716986451,1
7455,15627365,Calabresi,732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461,Nao_Idoso,0.0815813946757945,7
